Form Name,Form Created,Form Submitted,County,GPS Latitude,GPS Longitude,GPS Accuracy,Kenya Questionnaire,Kenya Multi Sector Mapping Project,In What Year Did This Establishment Begin Operations?,Is the Outlet Regulated?,If Yes by who?,What Services are Offered at this Establishment: Member Recruitment,What Services are Offered at this Establishment: Cash-In,What Services are Offered at this Establishment: Cash-Out,What Services are Offered at this Establishment: Account Opening,Type of SACCO Products Offered: Savings Products,Type of SACCO Products Offered: Loan Products,Type of SACCO Products Offered: Remittance,Type of SACCO Products Offered: Insurance Products,Have You Ever Experienced Cases of Fraud?,"If Experienced Cases of Fraud, Please Specify"
SACCO,2015/05/08 12:15:24 PM,2015/05/08 12:25:34 PM,THARAKA-NITHI,-0.33488,37.647,5,Financial,Savings and Credit Co-operative (SACCO),2003/05/08,Yes,SASRA,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/05/08 12:24:10 PM,2015/05/08 12:27:22 PM,KITUI,-0.55733,38.21035,4,Financial,Savings and Credit Co-operative (SACCO),2014/02/08,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/08 12:33:04 PM,2015/05/08 12:38:28 PM,NYERI,-0.42266,36.95204,14,Financial,Savings and Credit Co-operative (SACCO),2004/05/08,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/08 12:15:37 PM,2015/05/08 12:41:09 PM,THARAKA-NITHI,-0.33476,37.64735,11,Financial,Savings and Credit Co-operative (SACCO),2005/05/08,Yes,Registrar of Companies,Yes,No,No,No,Yes,Yes,Yes,No,No,
SACCO,2015/05/08 01:12:44 PM,2015/05/08 01:45:50 PM,UASIN GISHU,0.37617,35.47348,8,Financial,Savings and Credit Co-operative (SACCO),2014/09/30,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/08 01:32:54 PM,2015/05/08 02:00:54 PM,NAKURU,-0.25122,35.73525,10,Financial,Savings and Credit Co-operative (SACCO),1990/01/01,Yes,CBK,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/05/08 02:01:33 PM,2015/05/08 02:43:21 PM,NAKURU,-0.25091,35.73504,13,Financial,Savings and Credit Co-operative (SACCO),2013/01/01,Yes,SASRA,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/05/08 02:24:35 PM,2015/05/08 02:45:32 PM,THARAKA-NITHI,-0.33109,37.64746,16,Financial,Savings and Credit Co-operative (SACCO),2006/05/08,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/08 02:34:31 PM,2015/05/08 03:19:05 PM,NAKURU,-0.58751,35.68651,4,Financial,Savings and Credit Co-operative (SACCO),2007/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/08 03:22:15 PM,2015/05/08 03:46:42 PM,EMBU,-0.6846,37.3544,7,Financial,Savings and Credit Co-operative (SACCO),1993/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/09 10:34:50 AM,2015/05/09 10:40:25 AM,BOMET,-0.73152,35.34512,45,Financial,Savings and Credit Co-operative (SACCO),2014/04/08,Yes,SASRA,Yes,Yes,Yes,No,No,Yes,No,No,No,
SACCO,2015/05/09 12:20:19 PM,2015/05/09 12:28:07 PM,HOMA BAY,-0.64542,34.46296,14,Financial,Savings and Credit Co-operative (SACCO),2014/05/09,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/05/11 08:43:08 AM,2015/05/11 09:23:21 AM,EMBU,-0.41197,37.45077,6,Financial,Savings and Credit Co-operative (SACCO),2010/04/10,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/11 09:22:01 AM,2015/05/11 09:25:41 AM,KERICHO,-0.33418,35.32542,5,Financial,Savings and Credit Co-operative (SACCO),2006/04/10,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/11 09:21:39 AM,2015/05/11 09:29:19 AM,THARAKA-NITHI,-0.33112,37.64737,10,Financial,Savings and Credit Co-operative (SACCO),1993/10/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Direct Handset Fraud
SACCO,2015/05/11 09:51:54 AM,2015/05/11 09:54:48 AM,HOMA BAY,-0.36785,34.65319,7,Financial,Savings and Credit Co-operative (SACCO),2014/07/01,Yes,SASRA,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/11 10:14:57 AM,2015/05/11 10:29:31 AM,THARAKA-NITHI,-0.33065,37.64773,10,Financial,Savings and Credit Co-operative (SACCO),1987/11/03,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/11 10:31:22 AM,2015/05/11 10:34:21 AM,HOMA BAY,-0.36917,34.65043,5,Financial,Savings and Credit Co-operative (SACCO),2015/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/11 10:47:47 AM,2015/05/11 10:53:02 AM,MERU,0.0478,37.65159,5,Financial,Savings and Credit Co-operative (SACCO),2009/09/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/11 10:56:21 AM,2015/05/11 11:42:06 AM,MERU,0.04767,37.65146,6,Financial,Savings and Credit Co-operative (SACCO),2011/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/11 10:14:19 AM,2015/05/11 12:37:53 PM,BOMET,-0.73147,35.34592,4,Financial,Savings and Credit Co-operative (SACCO),2013/02/09,Yes,CBK,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Counterfeit Money
SACCO,2015/05/11 12:54:19 PM,2015/05/11 03:04:20 PM,BOMET,-0.72739,35.35063,6,Financial,Savings and Credit Co-operative (SACCO),2014/01/07,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/11 03:00:04 PM,2015/05/11 03:21:55 PM,LAMU,-2.2711,40.90126,7,Financial,Savings and Credit Co-operative (SACCO),1977/02/19,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/11 01:19:38 PM,2015/05/11 03:50:19 PM,THARAKA-NITHI,-0.33432,37.64608,9,Financial,Savings and Credit Co-operative (SACCO),2012/05/11,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/29 01:34:30 PM,2015/05/11 04:30:37 PM,ELGEYO MARAKWET,0.37762,35.54168,15,Financial,Savings and Credit Co-operative (SACCO),2004/01/01,Yes,SASRA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/11 05:56:12 PM,2015/05/12 09:00:47 AM,BOMET,-0.78215,35.34216,6,Financial,Savings and Credit Co-operative (SACCO),2015/01/10,Yes,SASRA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/12 09:47:40 AM,2015/05/12 10:38:01 AM,ELGEYO MARAKWET,0.36757,35.54677,14,Financial,Savings and Credit Co-operative (SACCO),2013/04/01,Yes,SASRA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fake Identification
SACCO,2015/05/12 11:49:56 AM,2015/05/12 11:55:22 AM,ELGEYO MARAKWET,0.35836,35.57408,5,Financial,Savings and Credit Co-operative (SACCO),2010/01/01,Yes,SASRA,No,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/12 03:44:58 PM,2015/05/12 03:51:49 PM,ELGEYO MARAKWET,0.6703,35.50828,7,Financial,Savings and Credit Co-operative (SACCO),2015/02/03,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/12 04:20:35 PM,2015/05/12 04:25:01 PM,HOMA BAY,-0.37877,34.63639,4,Financial,Savings and Credit Co-operative (SACCO),2010/03/01,Yes,SASRA,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/08 11:06:46 AM,2015/05/12 04:45:42 PM,BOMET,-0.78216,35.33966,8,Financial,Savings and Credit Co-operative (SACCO),2015/05/08,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/12 04:46:00 PM,2015/05/12 05:05:39 PM,BOMET,-0.74324,35.35944,7,Financial,Savings and Credit Co-operative (SACCO),2012/01/06,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/13 10:14:45 AM,2015/05/13 10:18:38 AM,HOMA BAY,-0.34763,34.78832,12,Financial,Savings and Credit Co-operative (SACCO),2005/05/01,Yes,SASRA,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/13 10:54:16 AM,2015/05/13 10:57:50 AM,HOMA BAY,-0.34813,34.79096,5,Financial,Savings and Credit Co-operative (SACCO),2015/01/01,Yes,Registrar of Companies,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/05/13 11:10:09 AM,2015/05/13 11:15:19 AM,ELGEYO MARAKWET,0.2006,35.57004,6,Financial,Savings and Credit Co-operative (SACCO),2012/01/21,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/13 12:49:48 PM,2015/05/13 12:54:39 PM,KERICHO,-0.31829,35.21694,8,Financial,Savings and Credit Co-operative (SACCO),2014/01/01,Yes,SASRA,Yes,Yes,No,No,Yes,Yes,No,No,No,
SACCO,2015/05/13 01:05:42 PM,2015/05/13 01:18:47 PM,TRANS NZOIA,0.89472,34.92654,13,Financial,Savings and Credit Co-operative (SACCO),2012/02/13,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/13 03:26:23 PM,2015/05/13 04:02:07 PM,BARINGO,-0.02307,35.96355,11,Financial,Savings and Credit Co-operative (SACCO),2007/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/13 04:25:02 PM,2015/05/13 04:48:22 PM,BARINGO,-0.02273,35.96374,6,Financial,Savings and Credit Co-operative (SACCO),2012/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/14 08:01:39 AM,2015/05/14 08:40:12 AM,KITUI,-0.93299,38.0536,13,Financial,Savings and Credit Co-operative (SACCO),2014/04/13,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/14 08:52:31 AM,2015/05/14 08:57:22 AM,KITUI,-0.93496,38.05359,6,Financial,Savings and Credit Co-operative (SACCO),2011/02/14,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/14 10:46:03 AM,2015/05/14 10:51:47 AM,BARINGO,0.06602,35.70374,12,Financial,Savings and Credit Co-operative (SACCO),2015/05/14,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/14 11:26:40 AM,2015/05/14 11:38:53 AM,THARAKA-NITHI,-0.0998,38.01007,6,Financial,Savings and Credit Co-operative (SACCO),2014/07/26,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/14 11:57:14 AM,2015/05/14 12:14:18 PM,BOMET,-0.71833,35.3095,14,Financial,Savings and Credit Co-operative (SACCO),2015/03/11,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,
SACCO,2015/05/14 01:08:42 PM,2015/05/14 01:38:57 PM,MERU,-0.06396,37.6627,10,Financial,Savings and Credit Co-operative (SACCO),2012/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/14 02:06:31 PM,2015/05/14 02:16:18 PM,MERU,-0.06388,37.66241,10,Financial,Savings and Credit Co-operative (SACCO),1998/01/01,Yes,SASRA,Yes,No,No,Yes,No,Yes,No,No,No,
SACCO,2015/05/14 02:04:30 PM,2015/05/14 02:35:57 PM,BARINGO,0.12479,35.59399,16,Financial,Savings and Credit Co-operative (SACCO),2010/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/14 12:51:46 PM,2015/05/14 03:32:03 PM,KIRINYAGA,-0.44403,37.41211,13,Financial,Savings and Credit Co-operative (SACCO),2010/01/01,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/15 09:02:48 AM,2015/05/15 09:10:46 AM,KERICHO,-0.29532,35.27337,4,Financial,Savings and Credit Co-operative (SACCO),2009/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/15 09:33:57 AM,2015/05/15 09:52:34 AM,THARAKA-NITHI,-0.15527,37.97257,6,Financial,Savings and Credit Co-operative (SACCO),2010/08/17,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/07 12:49:44 PM,2015/05/15 10:00:02 AM,KITUI,-1.22648,38.1877,4,Financial,Savings and Credit Co-operative (SACCO),2012/05/12,Yes,Registrar of Companies,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/15 11:14:45 AM,2015/05/15 11:21:40 AM,MARSABET,2.32983,37.98949,7,Financial,Savings and Credit Co-operative (SACCO),2009/03/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/15 11:30:09 AM,2015/05/15 11:32:50 AM,HOMA BAY,-0.47764,34.5452,7,Financial,Savings and Credit Co-operative (SACCO),2012/05/15,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/15 11:52:49 AM,2015/05/15 12:06:32 PM,ELGEYO MARAKWET,0.23645,35.58157,5,Financial,Savings and Credit Co-operative (SACCO),1977/01/01,Yes,SASRA,No,No,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/05/15 05:08:56 PM,2015/05/15 05:19:10 PM,ELGEYO MARAKWET,0.32111,35.63729,15,Financial,Savings and Credit Co-operative (SACCO),1981/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/16 09:43:31 AM,2015/05/16 09:46:39 AM,LAMU,-2.07265,41.14468,5,Financial,Savings and Credit Co-operative (SACCO),2015/04/20,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/16 09:47:08 AM,2015/05/16 10:10:21 AM,BARINGO,0.49223,35.74289,5,Financial,Savings and Credit Co-operative (SACCO),2014/06/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/16 11:01:40 AM,2015/05/16 11:04:15 AM,KERICHO,-0.32011,35.22096,5,Financial,Savings and Credit Co-operative (SACCO),2014/04/14,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/16 11:32:09 AM,2015/05/16 11:35:30 AM,LAMU,-2.05602,41.11329,4,Financial,Savings and Credit Co-operative (SACCO),1977/02/10,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/16 11:46:11 AM,2015/05/16 11:48:13 AM,LAMU,-2.05672,41.11107,5,Financial,Savings and Credit Co-operative (SACCO),2012/02/20,Yes,SASRA,Yes,Yes,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/16 01:17:54 PM,2015/05/16 01:53:11 PM,BOMET,-0.70292,35.25667,4,Financial,Savings and Credit Co-operative (SACCO),2015/01/12,Yes,CBK,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,
SACCO,2015/05/16 02:17:31 PM,2015/05/16 02:20:44 PM,NAKURU,-0.77839,36.43104,6,Financial,Savings and Credit Co-operative (SACCO),2012/07/04,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/16 12:42:50 PM,2015/05/16 03:08:54 PM,NAIROBI,-1.26626,36.74905,6,Financial,Savings and Credit Co-operative (SACCO),2008/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/18 08:35:31 AM,2015/05/18 08:38:32 AM,KERICHO,-0.35731,35.17597,16,Financial,Savings and Credit Co-operative (SACCO),2013/04/16,Yes,CBK,Yes,No,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/18 09:32:17 AM,2015/05/18 09:40:34 AM,HOMA BAY,-0.5063,34.73464,8,Financial,Savings and Credit Co-operative (SACCO),2011/01/01,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Robbery
SACCO,2015/05/18 11:35:42 AM,2015/05/18 11:38:59 AM,LAMU,-2.17942,40.81402,5,Financial,Savings and Credit Co-operative (SACCO),1977/02/10,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/18 11:57:24 AM,2015/05/18 12:10:40 PM,LAIKIPIA,0.40728,36.37894,5,Financial,Savings and Credit Co-operative (SACCO),2015/05/07,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/11 01:38:03 PM,2015/05/18 12:49:21 PM,UASIN GISHU,0.50485,35.2346,9,Financial,Savings and Credit Co-operative (SACCO),2006/01/10,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/18 12:49:34 PM,2015/05/18 01:03:23 PM,UASIN GISHU,0.50702,35.2356,11,Financial,Savings and Credit Co-operative (SACCO),2007/10/25,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/18 01:08:23 PM,2015/05/18 01:16:53 PM,UASIN GISHU,0.50267,35.23357,7,Financial,Savings and Credit Co-operative (SACCO),2006/11/21,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/18 10:18:47 AM,2015/05/18 02:46:07 PM,BOMET,-0.93886,35.42194,5,Financial,Savings and Credit Co-operative (SACCO),2013/01/15,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Counterfeit Money
SACCO,2015/05/18 03:22:50 PM,2015/05/18 03:34:23 PM,MIGORI,-1.0725,34.46583,10,Financial,Savings and Credit Co-operative (SACCO),2008/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/18 03:39:19 PM,2015/05/18 03:44:24 PM,MIGORI,-1.07155,34.46876,7,Financial,Savings and Credit Co-operative (SACCO),2012/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/18 03:44:32 PM,2015/05/18 03:46:52 PM,MIGORI,-1.07141,34.46898,12,Financial,Savings and Credit Co-operative (SACCO),2008/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/16 05:49:47 PM,2015/05/19 10:20:36 AM,BARINGO,0.73221,35.83061,10,Financial,Savings and Credit Co-operative (SACCO),2015/03/01,Yes,SASRA,Yes,No,No,Yes,Yes,No,No,Yes,No,
SACCO,2015/05/19 10:52:01 AM,2015/05/19 10:57:35 AM,KAJIADO,-2.022,37.36759,5,Financial,Savings and Credit Co-operative (SACCO),2012/07/18,Yes,SASRA,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/05/19 11:16:16 AM,2015/05/19 11:53:17 AM,HOMA BAY,-0.50886,34.73549,8,Financial,Savings and Credit Co-operative (SACCO),2010/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/19 11:42:43 AM,2015/05/19 01:00:54 PM,BOMET,-0.93558,35.4225,8,Financial,Savings and Credit Co-operative (SACCO),2012/01/15,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,
SACCO,2015/05/19 12:47:21 PM,2015/05/19 01:03:20 PM,LAIKIPIA,0.41357,36.31979,8,Financial,Savings and Credit Co-operative (SACCO),2014/12/02,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/19 01:55:15 PM,2015/05/19 01:58:43 PM,MAKUENI,-2.0148,37.37258,4,Financial,Savings and Credit Co-operative (SACCO),2015/05/19,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/19 03:26:08 PM,2015/05/19 03:47:08 PM,MACHAKOS,-1.14741,37.5467,6,Financial,Savings and Credit Co-operative (SACCO),2003/01/31,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Counterfeit Money
SACCO,2015/05/19 04:05:26 PM,2015/05/19 04:08:17 PM,MAKUENI,-1.85307,37.25962,12,Financial,Savings and Credit Co-operative (SACCO),2015/05/06,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/20 08:43:36 AM,2015/05/20 08:47:25 AM,HOMA BAY,-0.51668,34.73142,15,Financial,Savings and Credit Co-operative (SACCO),2007/05/20,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/19 10:27:02 AM,2015/05/20 09:22:37 AM,BOMET,-0.93644,35.42057,8,Financial,Savings and Credit Co-operative (SACCO),2014/03/16,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/20 09:33:14 AM,2015/05/20 09:42:53 AM,NYAMIRA,-0.76102,35.01349,12,Financial,Savings and Credit Co-operative (SACCO),2005/02/22,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/20 09:52:50 AM,2015/05/20 09:54:44 AM,LAMU,-2.3901,40.70019,13,Financial,Savings and Credit Co-operative (SACCO),2014/11/03,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/20 10:25:50 AM,2015/05/20 10:32:33 AM,KAJIADO,-2.10074,37.129,6,Financial,Savings and Credit Co-operative (SACCO),2012/05/20,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/19 02:47:17 PM,2015/05/20 10:40:57 AM,MAKUENI,-2.68951,38.16426,7,Financial,Savings and Credit Co-operative (SACCO),2011/04/13,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/20 10:07:49 AM,2015/05/20 10:47:42 AM,KIRINYAGA,-0.503,37.27992,7,Financial,Savings and Credit Co-operative (SACCO),1998/09/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/16 10:42:39 AM,2015/05/20 11:32:47 AM,MERU,-0.17892,37.62531,8,Financial,Savings and Credit Co-operative (SACCO),2013/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/20 11:36:21 AM,2015/05/20 11:41:51 AM,MERU,-0.17872,37.62582,7,Financial,Savings and Credit Co-operative (SACCO),2012/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/20 11:33:41 AM,2015/05/20 11:51:54 AM,KIRINYAGA,-0.50052,37.27883,8,Financial,Savings and Credit Co-operative (SACCO),1999/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/20 11:45:17 AM,2015/05/20 11:56:08 AM,MAKUENI,-1.79324,37.36287,5,Financial,Savings and Credit Co-operative (SACCO),2015/02/02,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/20 12:04:03 PM,2015/05/20 12:08:32 PM,HOMA BAY,-0.42944,34.69054,11,Financial,Savings and Credit Co-operative (SACCO),2003/01/16,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/19 01:08:23 PM,2015/05/20 01:02:17 PM,BOMET,-0.92113,35.41201,5,Financial,Savings and Credit Co-operative (SACCO),2015/05/20,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/20 11:42:07 AM,2015/05/20 01:39:47 PM,MERU,-0.17798,37.62716,4,Financial,Savings and Credit Co-operative (SACCO),2011/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/20 01:40:04 PM,2015/05/20 01:42:14 PM,MERU,-0.18382,37.67656,10,Financial,Savings and Credit Co-operative (SACCO),2013/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/20 01:55:29 PM,2015/05/20 02:02:18 PM,TRANS NZOIA,0.98333,35.22107,6,Financial,Savings and Credit Co-operative (SACCO),2002/01/21,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/20 03:06:36 PM,2015/05/20 03:15:29 PM,ELGEYO MARAKWET,0.46508,35.54062,6,Financial,Savings and Credit Co-operative (SACCO),2009/02/16,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/11 05:00:53 PM,2015/05/21 09:02:05 AM,KIRINYAGA,-0.43343,37.31053,12,Financial,Savings and Credit Co-operative (SACCO),2009/11/15,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/21 09:31:12 AM,2015/05/21 09:35:32 AM,NYANDARUA,-0.60548,36.578,4,Financial,Savings and Credit Co-operative (SACCO),2013/10/01,Yes,SASRA,No,Yes,Yes,No,No,Yes,No,No,No,
SACCO,2015/05/21 09:38:10 AM,2015/05/21 09:51:14 AM,ELGEYO MARAKWET,0.38609,35.49447,8,Financial,Savings and Credit Co-operative (SACCO),2012/01/16,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/21 09:51:21 AM,2015/05/21 09:55:54 AM,KERICHO,-0.4062,35.22724,4,Financial,Savings and Credit Co-operative (SACCO),2015/05/21,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/21 09:55:36 AM,2015/05/21 10:08:46 AM,NYANDARUA,-0.60709,36.57726,6,Financial,Savings and Credit Co-operative (SACCO),2004/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/21 10:00:49 AM,2015/05/21 10:35:02 AM,KIRINYAGA,-0.44714,37.34767,4,Financial,Savings and Credit Co-operative (SACCO),1992/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Direct Handset Fraud
SACCO,2015/05/21 11:17:16 AM,2015/05/21 11:19:33 AM,LAMU,-2.38908,40.6972,8,Financial,Savings and Credit Co-operative (SACCO),1977/02/10,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/21 11:00:40 AM,2015/05/21 11:27:37 AM,ELGEYO MARAKWET,0.37598,35.54368,9,Financial,Savings and Credit Co-operative (SACCO),2014/04/17,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
